sku_id,sku_display_name,year,month,total_units,total_net_sales,avg_discount,promo_frequency,year_month,launch_date,product_age_months,sales_growth_pct,rolling_avg_sales_3m,peak_sales,drop_from_peak_pct,consecutive_negative_growth,sales_std_dev,coefficient_of_variation,rolling_trend,lifecycle_stage
SKU0001,FreshNest Soda,2022,6,58877,356901.78,0.013333333333333334,0.06666666666666667,2022-06-01,2021-01-01,17,38.74661158089528,286670.7966666667,413247.13,-13.634783138118825,0,56812.9095989936,0.19449661792088965,30174.3366666667,Growth
SKU0001,FreshNest Soda,2022,7,69031,402469.68,0.03709677419354839,0.16129032258064516,2022-07-01,2021-01-01,18,12.767630354771553,338868.0833333333,413247.13,-2.6079914940970097,0,56812.9095989936,0.19449661792088965,52197.28666666662,Growth
SKU0001,FreshNest Soda,2022,8,66581,395368.58,0.02903225806451613,0.16129032258064516,2022-08-01,2021-01-01,19,-1.7643813566278976,384913.3466666667,413247.13,-4.3263579350206225,1,56812.9095989936,0.19449661792088965,46045.263333333365,Growth
SKU0001,FreshNest Soda,2022,9,43750,257674.87,0.035,0.2,2022-09-01,2021-01-01,20,-34.82666983805339,351837.70999999996,413247.13,-37.64630137903196,2,56812.9095989936,0.19449661792088965,-33075.636666666716,Maturity
SKU0001,FreshNest Soda,2022,10,47002,268744.89,0.05483870967741935,0.25806451612903225,2022-10-01,2021-01-01,21,4.296119369343243,307262.78,413247.13,-34.96751205507464,0,56812.9095989936,0.19449661792088965,-44574.929999999935,Maturity
SKU0001,FreshNest Soda,2022,11,42852,250345.08,0.03666666666666667,0.2,2022-11-01,2021-01-01,22,-6.846571110617217,258921.6133333333,413247.13,-39.42000758722753,1,56812.9095989936,0.19449661792088965,-48341.166666666715,Maturity
SKU0001,FreshNest Soda,2022,12,47901,271073.73,0.05806451612903226,0.25806451612903225,2022-12-01,2021-01-01,23,8.280030907737434,263387.89999999997,413247.13,-34.40396549154498,0,56812.9095989936,0.19449661792088965,4466.286666666652,Growth
SKU0001,FreshNest Soda,2023,1,47050,273398.76,0.04516129032258064,0.2903225806451613,2023-01-01,2021-01-01,24,0.8577112950045152,264939.19,413247.13,-33.841340894490905,0,56812.9095989936,0.19449661792088965,1551.2900000000373,Growth
SKU0001,FreshNest Soda,2023,2,41738,245389.21,0.03571428571428571,0.21428571428571427,2023-02-01,2021-01-01,25,-10.2449440516848,263287.23333333334,413247.13,-40.61925850519519,1,56812.9095989936,0.19449661792088965,-1651.9566666666651,Maturity
SKU0001,FreshNest Soda,2023,3,42394,257897.35,0.014516129032258065,0.0967741935483871,2023-03-01,2021-01-01,26,5.097265686620855,258895.1066666667,413247.13,-37.59246434451946,0,56812.9095989936,0.19449661792088965,-4392.126666666649,Maturity
SKU0001,FreshNest Soda,2023,4,45243,259243.65,0.04666666666666666,0.2,2023-04-01,2021-01-01,27,0.5220294043347007,254176.73666666666,413247.13,-37.266678657877186,0,56812.9095989936,0.19449661792088965,-4718.370000000024,Maturity
SKU0001,FreshNest Soda,2023,5,48715,279264.37,0.056451612903225805,0.3225806451612903,2023-05-01,2021-01-01,28,7.722742678557415,265468.45666666667,413247.13,-32.42194567691251,0,56812.9095989936,0.19449661792088965,11291.720000000001,Growth
SKU0001,FreshNest Soda,2023,6,66294,382153.82,0.04333333333333333,0.2,2023-06-01,2021-01-01,29,36.843027988138985,306887.28,413247.13,-7.524144208817614,0,56812.9095989936,0.19449661792088965,41418.82333333336,Growth
SKU0001,FreshNest Soda,2023,7,66569,391399.02,0.03225806451612903,0.16129032258064516,2023-07-01,2021-01-01,30,2.4192352702375297,350939.07,413247.13,-5.286935689063342,0,56812.9095989936,0.19449661792088965,44051.78999999998,Growth
SKU0001,FreshNest Soda,2023,8,66475,385952.12,0.035483870967741936,0.16129032258064516,2023-08-01,2021-01-01,31,-1.39164886003037,386501.6533333333,413247.13,-6.605008968846319,1,56812.9095989936,0.19449661792088965,35562.583333333314,Growth
SKU0001,FreshNest Soda,2023,9,44555,258727.23,0.041666666666666664,0.23333333333333334,2023-09-01,2021-01-01,32,-32.96390495276979,345359.45666666667,413247.13,-37.391645043003685,2,56812.9095989936,0.19449661792088965,-41142.196666666656,Maturity
SKU0001,FreshNest Soda,2023,10,44715,265324.17,0.027419354838709675,0.16129032258064516,2023-10-01,2021-01-01,33,2.5497664084294325,303334.50666666665,413247.13,-35.795278239439924,0,56812.9095989936,0.19449661792088965,-42024.95000000001,Maturity
SKU0001,FreshNest Soda,2023,11,53457,291048.61,0.08833333333333335,0.43333333333333335,2023-11-01,2021-01-01,34,9.695475538470543,271700.00333333336,413247.13,-29.57032514660175,0,56812.9095989936,0.19449661792088965,-31634.503333333298,Maturity
SKU0001,FreshNest Soda,2023,12,38929,240540.77,0.0064516129032258064,0.03225806451612903,2023-12-01,2021-01-01,35,-17.353747197074743,265637.85,413247.13,-41.792512872382204,1,56812.9095989936,0.19449661792088965,-6062.153333333379,Maturity
SKU0002,PureDrop Soda,2021,1,19218,216202.5,0.0,0.0,2021-01-01,2021-01-01,0,,216202.5,334046.25,0.0,0,47995.06822355274,0.2003135677025987,0.0,Introduction
SKU0002,PureDrop Soda,2021,2,17873,201071.25,0.0,0.0,2021-02-01,2021-01-01,1,-6.998647101675514,208636.875,334046.25,0.0,1,47995.06822355274,0.2003135677025987,-7565.625,Introduction
SKU0002,PureDrop Soda,2021,3,19595,220443.75,0.0,0.0,2021-03-01,2021-01-01,2,9.63464443574107,212572.5,334046.25,0.0,0,47995.06822355274,0.2003135677025987,3935.625,Introduction
SKU0002,PureDrop Soda,2021,4,18932,212985.0,0.0,0.0,2021-04-01,2021-01-01,3,-3.383516203113035,211500.0,334046.25,0.0,1,47995.06822355274,0.2003135677025987,-1072.5,Introduction
SKU0002,PureDrop Soda,2021,5,19953,224471.25,0.0,0.0,2021-05-01,2021-01-01,4,5.392985421508567,219300.0,334046.25,0.0,0,47995.06822355274,0.2003135677025987,7800.0,Introduction
SKU0002,PureDrop Soda,2021,6,28097,316091.25,0.0,0.0,2021-06-01,2021-01-01,5,40.81591740590387,251182.5,334046.25,0.0,0,47995.06822355274,0.2003135677025987,31882.5,Introduction
SKU0002,PureDrop Soda,2021,7,28431,319848.75,0.0,0.0,2021-07-01,2021-01-01,6,1.188739011282336,286803.75,334046.25,0.0,0,47995.06822355274,0.2003135677025987,35621.25,Introduction
SKU0002,PureDrop Soda,2021,8,29272,329310.0,0.0,0.0,2021-08-01,2021-01-01,7,2.958038760507886,321750.0,334046.25,-1.417842589162429,0,47995.06822355274,0.2003135677025987,34946.25,Growth
SKU0002,PureDrop Soda,2021,9,18867,212253.75,0.0,0.0,2021-09-01,2021-01-01,8,-35.54591418420333,287137.5,334046.25,-36.459771663355,1,47995.06822355274,0.2003135677025987,-34612.5,Maturity
SKU0002,PureDrop Soda,2021,10,19779,222513.75,0.0,0.0,2021-10-01,2021-01-01,9,4.8338368580060465,254692.5,334046.25,-33.388340686357054,0,47995.06822355274,0.2003135677025987,-32445.0,Maturity
SKU0002,PureDrop Soda,2021,11,18583,209058.75,0.0,0.0,2021-11-01,2021-01-01,10,-6.046817331513221,214608.75,334046.25,-37.41622604654295,1,47995.06822355274,0.2003135677025987,-40083.75,Maturity
SKU0002,PureDrop Soda,2021,12,18716,210555.0,0.0,0.0,2021-12-01,2021-01-01,11,0.7157079050745363,214042.5,334046.25,-36.96830902906409,0,47995.06822355274,0.2003135677025987,-566.25,Maturity
SKU0002,PureDrop Soda,2022,1,18832,211860.0,0.0,0.0,2022-01-01,2021-01-01,12,0.6197905535370696,210491.25,334046.25,-36.57764456269154,0,47995.06822355274,0.2003135677025987,-3551.25,Maturity
SKU0002,PureDrop Soda,2022,2,17254,194107.5,0.0,0.0,2022-02-01,2021-01-01,13,-8.37935429056924,205507.5,334046.25,-41.89202842420773,1,47995.06822355274,0.2003135677025987,-4983.75,Maturity
SKU0002,PureDrop Soda,2022,3,19307,217203.75,0.0,0.0,2022-03-01,2021-01-01,14,11.89869015880376,207723.75,334046.25,-34.97794092883845,0,47995.06822355274,0.2003135677025987,2216.25,Growth
SKU0002,PureDrop Soda,2022,4,18570,208912.5,0.0,0.0,2022-04-01,2021-01-01,15,-3.8172683482674663,206741.25,334046.25,-37.460007409153675,1,47995.06822355274,0.2003135677025987,-982.5,Maturity
SKU0002,PureDrop Soda,2022,5,18517,208316.25,0.0,0.0,2022-05-01,2021-01-01,16,-0.2854065697361352,211477.5,334046.25,-37.63850065672044,2,47995.06822355274,0.2003135677025987,4736.25,Growth
SKU0002,PureDrop Soda,2022,6,27611,310623.75,0.0,0.0,2022-06-01,2021-01-01,17,49.11162715342658,242617.5,334046.25,-7.0117536119624155,0,47995.06822355274,0.2003135677025987,31140.0,Growth
SKU0002,PureDrop Soda,2022,7,29042,326722.5,0.0,0.0,2022-07-01,2021-01-01,18,5.182717033066542,281887.5,334046.25,-2.1924359276597176,0,47995.06822355274,0.2003135677025987,39270.0,Growth
SKU0002,PureDrop Soda,2022,8,29693,334046.25,0.0,0.0,2022-08-01,2021-01-01,19,2.2415811583224254,323797.5,334046.25,0.0,0,47995.06822355274,0.2003135677025987,41910.0,Growth
SKU0002,PureDrop Soda,2022,9,18957,213266.25,0.0,0.0,2022-09-01,2021-01-01,20,-36.15666992220389,291345.0,334046.25,-36.15666992220389,1,47995.06822355274,0.2003135677025987,-32452.5,Maturity
SKU0002,PureDrop Soda,2022,10,19561,220061.25,0.0,0.0,2022-10-01,2021-01-01,21,3.1861581473861866,255791.25,334046.25,-34.12252045936753,0,47995.06822355274,0.2003135677025987,-35553.75,Maturity
SKU0002,PureDrop Soda,2022,11,18293,205796.25,0.0,0.0,2022-11-01,2021-01-01,22,-6.482286181688057,213041.25,334046.25,-38.39288721247432,1,47995.06822355274,0.2003135677025987,-42750.0,Maturity
SKU0002,PureDrop Soda,2022,12,19142,215347.5,0.0,0.0,2022-12-01,2021-01-01,23,4.641119553927742,213735.0,334046.25,-35.533627454282154,0,47995.06822355274,0.2003135677025987,693.75,Growth
SKU0002,PureDrop Soda,2023,1,19083,214683.75,0.0,0.0,2023-01-01,2021-01-01,24,-0.30822275624281525,211942.5,334046.25,-35.73232748459233,1,47995.06822355274,0.2003135677025987,-1792.5,Maturity
SKU0002,PureDrop Soda,2023,2,17759,199788.75,0.0,0.0,2023-02-01,2021-01-01,25,-6.938112456112766,209940.0,334046.25,-40.191290876637595,2,47995.06822355274,0.2003135677025987,-2002.5,Maturity
SKU0002,PureDrop Soda,2023,3,19191,215898.75,0.0,0.0,2023-03-01,2021-01-01,26,8.063517089926231,210123.75,334046.25,-35.36860539521099,0,47995.06822355274,0.2003135677025987,183.75,Growth
SKU0002,PureDrop Soda,2023,4,19115,215043.75,0.0,0.0,2023-04-01,2021-01-01,27,-0.3960189672242209,210243.75,334046.25,-35.624557976627486,1,47995.06822355274,0.2003135677025987,120.0,Growth
SKU0002,PureDrop Soda,2023,5,18925,212906.25,0.0,0.0,2023-05-01,2021-01-01,28,-0.9939837823698672,214616.25,334046.25,-36.26443943016873,2,47995.06822355274,0.2003135677025987,4372.5,Growth
SKU0002,PureDrop Soda,2023,6,28192,317160.0,0.0,0.0,2023-06-01,2021-01-01,29,48.9669749009247,248370.0,334046.25,-5.055063482975786,0,47995.06822355274,0.2003135677025987,33753.75,Growth
SKU0002,PureDrop Soda,2023,7,27415,308418.75,0.0,0.0,2023-07-01,2021-01-01,30,-2.756101021566404,279495.0,334046.25,-7.671841848247062,1,47995.06822355274,0.2003135677025987,31125.0,Growth
SKU0002,PureDrop Soda,2023,8,28706,322942.5,0.0,0.0,2023-08-01,2021-01-01,31,4.709100857194959,316173.75,334046.25,-3.32401576129054,0,47995.06822355274,0.2003135677025987,36678.75,Growth
SKU0002,PureDrop Soda,2023,9,18832,211860.0,0.0,0.0,2023-09-01,2021-01-01,32,-34.39699017626977,281073.75,334046.25,-36.57764456269154,1,47995.06822355274,0.2003135677025987,-35100.0,Maturity
SKU0002,PureDrop Soda,2023,10,19255,216618.75,0.0,0.0,2023-10-01,2021-01-01,33,2.2461767204757788,250473.75,334046.25,-35.15306637928131,0,47995.06822355274,0.2003135677025987,-30600.0,Maturity
SKU0002,PureDrop Soda,2023,11,18227,205053.75,0.0,0.0,2023-11-01,2021-01-01,34,-5.338873019994805,211177.5,334046.25,-38.61516182265181,1,47995.06822355274,0.2003135677025987,-39296.25,Maturity
SKU0002,PureDrop Soda,2023,12,19924,224145.0,0.0,0.0,2023-12-01,2021-01-01,35,9.310363746090955,215272.5,334046.25,-32.90001010339137,0,47995.06822355274,0.2003135677025987,4095.0,Growth
SKU0003,DailyJoy Soda,2021,1,6447,20501.46,0.0,0.0,2021-01-01,2021-01-01,0,,20501.46,31256.22,0.0,0,4370.135551529592,0.19602986281906984,0.0,Introduction
SKU0003,DailyJoy Soda,2021,2,5785,18396.3,0.0,0.0,2021-02-01,2021-01-01,1,-10.268341864433072,19448.879999999997,31256.22,0.0,1,4370.135551529592,0.19602986281906984,-1052.5800000000017,Introduction
SKU0003,DailyJoy Soda,2021,3,6318,20091.24,0.0,0.0,2021-03-01,2021-01-01,2,9.213483146067425,19663.0,31256.22,0.0,0,4370.135551529592,0.19602986281906984,214.12000000000262,Introduction
SKU0003,DailyJoy Soda,2021,4,6316,20084.88,0.0,0.0,2021-04-01,2021-01-01,3,-0.03165558721114348,19524.14,31256.22,0.0,1,4370.135551529592,0.19602986281906984,-138.86000000000058,Introduction
SKU0003,DailyJoy Soda,2021,5,6387,20310.66,0.0,0.0,2021-05-01,2021-01-01,4,1.1241291956934685,20162.26,31256.22,0.0,0,4370.135551529592,0.19602986281906984,638.119999999999,Introduction
SKU0003,DailyJoy Soda,2021,6,9033,28724.94,0.0,0.0,2021-06-01,2021-01-01,5,41.42790042273368,23040.16,31256.22,0.0,0,4370.135551529592,0.19602986281906984,2877.9000000000015,Introduction
SKU0003,DailyJoy Soda,2021,7,9829,31256.22,0.0,0.0,2021-07-01,2021-01-01,6,8.81213328905126,26763.94,31256.22,0.0,0,4370.135551529592,0.19602986281906984,3723.779999999999,Introduction
SKU0003,DailyJoy Soda,2021,8,9224,29332.32,0.0,0.0,2021-08-01,2021-01-01,7,-6.1552548580730555,29771.16,31256.22,-6.155254858073054,1,4370.135551529592,0.19602986281906984,3007.220000000001,Growth
SKU0003,DailyJoy Soda,2021,9,6116,19448.88,0.0,0.0,2021-09-01,2021-01-01,8,-33.6947094535993,26679.14,31256.22,-37.77596907111608,2,4370.135551529592,0.19602986281906984,-3092.0200000000004,Maturity
SKU0003,DailyJoy Soda,2021,10,6517,20724.06,0.0,0.0,2021-10-01,2021-01-01,9,6.556572923479398,23168.42,31256.22,-33.69620510733544,0,4370.135551529592,0.19602986281906984,-3510.720000000001,Maturity
SKU0003,DailyJoy Soda,2021,11,6264,19919.52,0.0,0.0,2021-11-01,2021-01-01,10,-3.882154365505608,20030.820000000003,31256.22,-36.270220775256895,1,4370.135551529592,0.19602986281906984,-3137.599999999995,Maturity
SKU0003,DailyJoy Soda,2021,12,6231,19814.58,0.0,0.0,2021-12-01,2021-01-01,11,-0.5268199233716464,20152.72,31256.22,-36.605961949333604,2,4370.135551529592,0.19602986281906984,121.89999999999782,Growth
SKU0003,DailyJoy Soda,2022,1,6389,20317.02,0.0,0.0,2022-01-01,2021-01-01,12,2.535708554004157,20017.040000000005,31256.22,-34.998473903754196,0,4370.135551529592,0.19602986281906984,-135.67999999999665,Maturity
SKU0003,DailyJoy Soda,2022,2,5849,18599.82,0.0,0.0,2022-02-01,2021-01-01,13,-8.452026921270939,19577.14,31256.22,-40.49242038864585,1,4370.135551529592,0.19602986281906984,-439.9000000000051,Maturity
SKU0003,DailyJoy Soda,2022,3,6636,21102.48,0.0,0.0,2022-03-01,2021-01-01,14,13.455291502820987,20006.44,31256.22,-32.485502085664876,0,4370.135551529592,0.19602986281906984,429.2999999999993,Growth
SKU0003,DailyJoy Soda,2022,4,6104,19410.72,0.0,0.0,2022-04-01,2021-01-01,15,-8.016877637130793,19704.34,31256.22,-37.89805677078034,1,4370.135551529592,0.19602986281906984,-302.09999999999854,Maturity
SKU0003,DailyJoy Soda,2022,5,6563,20870.34,0.0,0.0,2022-05-01,2021-01-01,16,7.519659239842724,20461.179999999997,31256.22,-33.228202258622446,0,4370.135551529592,0.19602986281906984,756.8399999999965,Growth
SKU0003,DailyJoy Soda,2022,6,9137,29055.66,0.0,0.0,2022-06-01,2021-01-01,17,39.21986896236478,23112.24,31256.22,-7.040390680638929,0,4370.135551529592,0.19602986281906984,2651.060000000005,Growth
SKU0003,DailyJoy Soda,2022,7,9331,29672.58,0.0,0.0,2022-07-01,2021-01-01,18,2.1232351975484454,26532.86,31256.22,-5.06663953606674,0,4370.135551529592,0.19602986281906984,3420.619999999999,Growth
SKU0003,DailyJoy Soda,2022,8,9138,29058.84,0.0,0.0,2022-08-01,2021-01-01,19,-2.0683742364162483,29262.36,31256.22,-7.030216705666907,1,4370.135551529592,0.19602986281906984,2729.5,Growth
SKU0003,DailyJoy Soda,2022,9,6109,19426.62,0.0,0.0,2022-09-01,2021-01-01,20,-33.147297001532074,26052.680000000004,31256.22,-37.847186895920245,2,4370.135551529592,0.19602986281906984,-3209.6799999999967,Maturity
SKU0003,DailyJoy Soda,2022,10,6288,19995.84,0.0,0.0,2022-10-01,2021-01-01,21,2.9301031265346333,22827.100000000002,31256.22,-36.026045375928376,0,4370.135551529592,0.19602986281906984,-3225.5800000000017,Maturity
SKU0003,DailyJoy Soda,2022,11,6018,19137.24,0.0,0.0,2022-11-01,2021-01-01,22,-4.2938931297709875,19519.9,31256.22,-38.773018618374195,1,4370.135551529592,0.19602986281906984,-3307.2000000000007,Maturity
SKU0003,DailyJoy Soda,2022,12,6413,20393.34,0.0,0.0,2022-12-01,2021-01-01,23,6.563642406114978,19842.14,31256.22,-34.75429850442568,0,4370.135551529592,0.19602986281906984,322.23999999999796,Growth
SKU0003,DailyJoy Soda,2023,1,6598,20981.64,0.0,0.0,2023-01-01,2021-01-01,24,2.884765320442839,20170.74,31256.22,-32.87211313460169,0,4370.135551529592,0.19602986281906984,328.6000000000022,Growth
SKU0003,DailyJoy Soda,2023,2,5924,18838.32,0.0,0.0,2023-02-01,2021-01-01,25,-10.215216732343135,20071.100000000002,31256.22,-39.72937226574423,1,4370.135551529592,0.19602986281906984,-99.63999999999942,Maturity
SKU0003,DailyJoy Soda,2023,3,6134,19506.12,0.0,0.0,2023-03-01,2021-01-01,26,3.54490209318028,19775.36,31256.22,-37.59283752161971,0,4370.135551529592,0.19602986281906984,-295.7400000000016,Maturity
SKU0003,DailyJoy Soda,2023,4,6105,19413.9,0.0,0.0,2023-04-01,2021-01-01,27,-0.472774698402334,19252.780000000002,31256.22,-37.887882795808316,1,4370.135551529592,0.19602986281906984,-522.5799999999981,Maturity
SKU0003,DailyJoy Soda,2023,5,6317,20088.06,0.0,0.0,2023-05-01,2021-01-01,28,3.4725634725634613,19669.36,31256.22,-35.731000101739745,0,4370.135551529592,0.19602986281906984,416.5799999999981,Growth
SKU0003,DailyJoy Soda,2023,6,8959,28489.62,0.0,0.0,2023-06-01,2021-01-01,29,41.82365046699381,22663.86,31256.22,-8.851358225658771,0,4370.135551529592,0.19602986281906984,2994.5,Growth
SKU0003,DailyJoy Soda,2023,7,9488,30171.84,0.0,0.0,2023-07-01,2021-01-01,30,5.904676861256841,26249.84,31256.22,-3.469325465459358,0,4370.135551529592,0.19602986281906984,3585.9799999999996,Growth
SKU0003,DailyJoy Soda,2023,8,9757,31027.260000000002,0.0,0.0,2023-08-01,2021-01-01,31,2.8351602023608757,29896.24,31256.22,-0.7325261979855501,0,4370.135551529592,0.19602986281906984,3646.4000000000015,Growth
SKU0003,DailyJoy Soda,2023,9,6126,19480.68,0.0,0.0,2023-09-01,2021-01-01,32,-37.214307676539924,26893.26,31256.22,-37.67422932139587,1,4370.135551529592,0.19602986281906984,-3002.980000000003,Maturity
SKU0003,DailyJoy Soda,2023,10,6189,19681.02,0.0,0.0,2023-10-01,2021-01-01,33,1.0284035259549462,23396.320000000003,31256.22,-37.03326889815851,0,4370.135551529592,0.19602986281906984,-3496.939999999995,Maturity
SKU0003,DailyJoy Soda,2023,11,6107,19420.260000000002,0.0,0.0,2023-11-01,2021-01-01,34,-1.3249313297786336,19527.32,31256.22,-37.86753484586428,1,4370.135551529592,0.19602986281906984,-3869.0000000000036,Maturity
SKU0003,DailyJoy Soda,2023,12,6230,19811.4,0.0,0.0,2023-12-01,2021-01-01,35,2.014082200753231,19637.56,31256.22,-36.616135924305624,0,4370.135551529592,0.19602986281906984,110.2400000000016,Growth
SKU0004,HomePlus Soda,2021,1,27850,50408.5,0.0,0.0,2021-01-01,2021-01-01,0,,50408.5,76141.27,0.0,0,10962.61412777419,0.19840879093262756,0.0,Introduction
SKU0004,HomePlus Soda,2021,2,25196,45604.76,0.0,0.0,2021-02-01,2021-01-01,1,-9.52962298025134,48006.630000000005,76141.27,0.0,1,10962.61412777419,0.19840879093262756,-2401.8699999999953,Introduction
SKU0004,HomePlus Soda,2021,3,27408,49608.48,0.0,0.0,2021-03-01,2021-01-01,2,8.779171297031274,48540.579999999994,76141.27,0.0,0,10962.61412777419,0.19840879093262756,533.9499999999898,Introduction
SKU0004,HomePlus Soda,2021,4,26750,48417.5,0.0,0.0,2021-04-01,2021-01-01,3,-2.400758902510225,47876.91333333333,76141.27,0.0,1,10962.61412777419,0.19840879093262756,-663.6666666666642,Introduction
SKU0004,HomePlus Soda,2021,5,27312,49434.72,0.0,0.0,2021-05-01,2021-01-01,4,2.100934579439251,49153.56666666667,76141.27,0.0,0,10962.61412777419,0.19840879093262756,1276.6533333333427,Introduction
SKU0004,HomePlus Soda,2021,6,40578,73446.18,0.0,0.0,2021-06-01,2021-01-01,5,48.572056239015794,57099.46666666667,76141.27,0.0,0,10962.61412777419,0.19840879093262756,7945.899999999994,Introduction
SKU0004,HomePlus Soda,2021,7,42067,76141.27,0.0,0.0,2021-07-01,2021-01-01,6,3.6694760707772778,66340.72333333333,76141.27,0.0,0,10962.61412777419,0.19840879093262756,9241.25666666666,Introduction
SKU0004,HomePlus Soda,2021,8,40508,73319.48,0.0,0.0,2021-08-01,2021-01-01,7,-3.7059928209760673,74302.31,76141.27,-3.705992820976072,1,10962.61412777419,0.19840879093262756,7961.58666666667,Growth
SKU0004,HomePlus Soda,2021,9,26405,47793.05,0.0,0.0,2021-09-01,2021-01-01,8,-34.81534511701392,65751.26666666666,76141.27,-37.231083747355406,2,10962.61412777419,0.19840879093262756,-8551.043333333335,Maturity
SKU0004,HomePlus Soda,2021,10,28708,51961.48,0.0,0.0,2021-10-01,2021-01-01,9,8.721832986176858,57691.33666666667,76141.27,-31.756483704566524,0,10962.61412777419,0.19840879093262756,-8059.929999999993,Maturity
SKU0004,HomePlus Soda,2021,11,25882,46846.42,0.0,0.0,2021-11-01,2021-01-01,10,-9.84394593841439,48866.98333333334,76141.27,-38.47433855516201,1,10962.61412777419,0.19840879093262756,-8824.353333333333,Maturity
SKU0004,HomePlus Soda,2021,12,28070,50806.7,0.0,0.0,2021-12-01,2021-01-01,11,8.453751642067854,49871.53333333333,76141.27,-33.273111940475914,0,10962.61412777419,0.19840879093262756,1004.5499999999956,Growth
SKU0004,HomePlus Soda,2022,1,28266,51161.46,0.0,0.0,2022-01-01,2021-01-01,12,0.6982543640897898,49604.85999999999,76141.27,-32.807188532578984,0,10962.61412777419,0.19840879093262756,-266.67333333333954,Maturity
